"PERMIT_NO","APPLIED_DATE","APPROVED_DATE","ISSUED_DATE","FINALED_DATE","EXPIRED_DATE","PARENT_PROJECT_NO","PARENT_PERMIT_NO","PermitType","PermitSubType","STATUS","ZONING_CODE1","ZONING_CODE2","SITE_SUBDIVISION","SITE_DESCRIPTION","SITE_APN","SITE_ADDR","SITE_UNIT_NO","SITE_CITY","SITE_ZIP","DESCRIPTION","NOTES","JOBVALUE","FEES_CHARGED","FEES_PAID","CONTRACTOR_NAME","LONGITUDE","LATITUDE"
"ELEC21-0282","2021-02-01 00:00:00","2021-02-01 00:00:00","2021-02-01 00:00:00","2021-02-19 00:00:00","","","","ELECTRICAL","ELECTRICAL","FINALED","R2A","","LASALLE SUBDIVISIO","","09-09-30-402-026","1451 BEMIDJI DR","","Ann Arbor","48103","Convert Circuit,recepticle outside of panel and in garage","","0","82","82","Dan's Electric Corp","-83.76511","42.27768"
"ELEC21-0283","2021-02-01 00:00:00","2021-02-01 00:00:00","2021-02-01 00:00:00","2021-02-11 00:00:00","","","","ELECTRICAL","ELECTRICAL","FINALED","R1D","","W.H. MORTON'S SECO","","09-09-33-416-014","1512 SHADFORD RD","","Ann Arbor","48104","Wire Powder Bath to Code","","0","55","55","Snider Electric LLC","-83.72858","42.26144"
"ELEC21-0284","2021-02-01 00:00:00","2021-02-01 00:00:00","2021-02-01 00:00:00","","2021-08-02 00:00:00","","","ELECTRICAL","ELECTRICAL","ISSUED","R3","","EARHART SUBDIVISIO","","09-09-25-200-038","790 GREENHILLS DR","","Ann Arbor","48105","Wire Guest Bath to Code","","0","55","55","Snider Electric LLC","-83.68101","42.28366"
"ELEC21-0288","2021-02-01 00:00:00","2021-02-01 00:00:00","2021-02-01 00:00:00","","2021-08-02 00:00:00","","","ELECTRICAL","ELECTRICAL","ISSUED","R4A","","NATURE COVE","","09-12-03-208-085","2115 NATURE COVE CT 304","304","Ann Arbor","48104","Smoke detectors, kitchen can lights, bath fan, lights","","0","115","115","County Line Electric","-83.71617","42.25709"
"BLDG21-0179","2021-02-01 00:00:00","2021-02-01 00:00:00","2021-02-01 00:00:00","","2021-07-31 00:00:00","","","BUILDING","RES OTC","ISSUED","R1C","","VERNON DOWNS NO. 4","","09-09-31-306-021","1523 WARWICK CT","","Ann Arbor","48103","Replace 1 window - same for same","","750","115","115","George Meyer Co LLC","-83.77544","42.25978"
"BLDG21-0180","2021-02-01 00:00:00","","","","","","","BUILDING","COMM ADD/ALT","ON HOLD","RE","","","CUAA ATHLETIC TRAINING BLDG","09-09-14-305-011","3475 PLYMOUTH RD","","Ann Arbor","48105","CONCORDIA: 14,000sf build-out","(2/1/2021 4:03 PM JHY)
for Physical and Occupational Therapy programs

(2/1/2021 4:10 PM JHY)
emailed for payment

(2/10/2021 9:38 AM MCFR)
Permit and review on hold for submission of MEPs","1200000","11003","11003","O'Neal Construction of Michigan","-83.6941","42.30734"
"MECH21-0313","2021-02-01 00:00:00","2021-02-01 00:00:00","2021-02-01 00:00:00","","2021-07-31 00:00:00","","","MECHANICAL","MECHANICAL","ISSUED","R4A","","","","09-09-15-104-181","2744 S SPURWAY DR","","Ann Arbor","48105","Furnace-A/C-humidifier-ductwork Vent dryer -rangehood-bath","(2/1/2021 10:14 AM CHH2)
fans- registers- grills","0","300","300","Mulligan Htg Inc","",""
"MECH21-0319","2021-02-01 00:00:00","2021-02-01 00:00:00","2021-02-01 00:00:00","","2021-07-31 00:00:00","","","MECHANICAL","MECHANICAL","ISSUED","R1C","","NORTH CAMPUS HEIGH","","09-09-15-401-022","2814 BRIARCLIFF ST","","Ann Arbor","48105","Replace A/C & furnace","","0","155","155","Prime Time Heating & Cooling LLC","-83.70658","42.30518"
"MECH21-0323","2021-02-01 00:00:00","2021-02-01 00:00:00","2021-02-01 00:00:00","","2021-07-31 00:00:00","","","MECHANICAL","MECHANICAL","ISSUED","R4B","","","","09-12-08-200-017","523 WAYMARKET DR","","Ann Arbor","48103","40 Gal Standard Vent Water Heater","","0","65","65","Haley Mechanical","-83.75795","42.24261"
"MECH21-0324","2021-02-01 00:00:00","2021-02-01 00:00:00","2021-02-01 00:00:00","","2021-07-31 00:00:00","","","MECHANICAL","MECHANICAL","ISSUED","R1C","","","","09-09-22-202-021","1863 UPLAND DR","","Ann Arbor","48105","50 Gallon Standard Vent Water Heater","","0","65","65","Haley Mechanical","-83.72127","42.30022"
"PLUM21-0218","2021-02-01 00:00:00","","","","","","","PLUMBING","PLUMBING","UNDER REVIEW","R4B","","","","09-12-08-200-025","3046 SIGNATURE BLVD H","H","ANN ARBOR","48103","Kitchen sink and toilet","","0","125","0","Martinez Miguel ; Colt Plumbing LLC","-83.7542","42.24059"
"PLUM21-0219","2021-02-01 00:00:00","","","","","","","PLUMBING","PLUMBING","UNDER REVIEW","R4B","","","","09-12-08-200-025","3046 SIGNATURE BLVD J","J","ANN ARBOR","48103","Kitchen sink and toilet","","0","110","0","Martinez Miguel ; Colt Plumbing LLC","-83.7542","42.24059"
"PLUM21-0220","2021-02-01 00:00:00","2021-02-01 00:00:00","2021-02-01 00:00:00","","2021-08-01 00:00:00","","","PLUMBING","PLUMBING","ISSUED","R1C","","","","09-09-33-105-019","1725 WELLS ST","","Ann Arbor","48104","Toilet, Lav, and Kitchen Sink","","0","130","130","D & S Professional Plumbing Services LL","-83.72608","42.26729"
"PLUM21-0221","2021-02-01 00:00:00","2021-02-01 00:00:00","2021-02-01 00:00:00","","2021-08-04 00:00:00","","","PLUMBING","PLUMBING","ISSUED","R2A","","","","09-09-15-102-031","8 HAVERHILL CT","","Ann Arbor","48105","Remodel Bath and Kitchen","","0","160","160","Mitch The Plumber","-83.7057","42.31501"
"ROW21-0127","2021-02-01 00:00:00","2021-02-12 00:00:00","2021-02-12 00:00:00","","2022-02-12 00:00:00","","METRO16-0002","RIGHT OF WAY","TELECOM/FIBER (METRO ACT)","ISSUED","","","MARTIN ACRES NO. 2","","09-09-19-321-011","1401 ARGYLE CRES","","Ann Arbor","48103","Aerial Fiber Optic cable attached to existing DTE poles","(2/2/2021 11:46 AM MB)
Sent to Eng to review.","0","0","0","","-83.77161","42.29323"
"ROW21-0129","2021-02-01 00:00:00","2021-02-12 00:00:00","2021-02-12 00:00:00","","2022-02-12 00:00:00","","METRO16-0002","RIGHT OF WAY","TELECOM/FIBER (METRO ACT)","ISSUED","","","MARTIN ACRES NO. 2","","09-09-19-206-032","1620 ARGYLE CRES","","Ann Arbor","48103","Aerial Fiber Optic cable attached to existing DTE poles","(2/2/2021 11:47 AM MB)
Sent to Eng to review.","0","0","0","","-83.77273","42.29627"
"ROW21-0130","2021-02-01 00:00:00","2021-02-12 00:00:00","2021-02-12 00:00:00","","2022-02-12 00:00:00","","METRO16-0002","RIGHT OF WAY","TELECOM/FIBER (METRO ACT)","ISSUED","","","WESTPORT HILLS SUB","","09-09-19-103-001","1656 HILLRIDGE BLVD","","Ann Arbor","48103","Aerial Fiber Optic cable attached to existing DTE poles","(2/2/2021 11:48 AM MB)
Sent to Eng to review.","0","0","0","","-83.7706","42.29466"
"SOIL21-0017","2021-02-01 00:00:00","2021-02-01 00:00:00","2021-02-09 00:00:00","","2021-08-08 00:00:00","","","SOIL EROSION","RESIDENTIAL","ISSUED","R1A","","TUOMY WOODS","","09-09-34-212-040","2203 DEVONSHIRE RD","","Ann Arbor","48104","Driveway Replacement","(2/8/2021 3:23 PM JHY)
emailed for payment, once rcvd, permit can be issued","0","350","350","Todd's Services Inc","-83.71585","42.27007"
"SOIL21-0018","2021-02-01 00:00:00","2021-02-01 00:00:00","2021-02-09 00:00:00","","2021-08-08 00:00:00","","","SOIL EROSION","DEMOLITION","ISSUED","PUD","","","ARBOR HILLS NATURE AREA (MAIN ADDRESS)","09-09-11-304-009","3100 GREEN RD","","Ann Arbor","48105","Demo booster station","","0","0","0","Universal Consolidated Enterprises, Inc.","-83.69214","42.31766"
"SOIL21-0019","2021-02-01 00:00:00","2021-02-17 00:00:00","","","","","","SOIL EROSION","RESIDENTIAL","APPROVED","R-1E","","","","09-09-16-201-015","2985 HAVRE ST","","Ann Arbor","48105","Install new paver patio and walkway in backyard","","0","350","0","Todd's Services Inc","",""
"SIGN21-0006","2021-02-01 00:00:00","2021-02-15 00:00:00","2021-02-15 00:00:00","","2021-08-14 00:00:00","","","SIGN","SIGN","ISSUED","C3","","","","09-09-33-314-004","1950 S INDUSTRIAL HWY","","Ann Arbor","48104","PHANTON FIREWORKS - Temp banner","","0","30","30","Phantom Fireworks - Richard Tapper","-83.7381","42.2592"
"TCP21-0111","2021-02-01 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","","2021-02-05 00:00:00","","ROW20-1530","TRAFFIC CONTROL","LANE CLOSURE","EXPIRED","","","ANN ARBOR LAND COM","","09-09-29-401-011","514 E LIBERTY ST","","Ann Arbor","48104","LANE CLOSURES FOR SPOTTING EXISTING UTILITIES","(2/1/2021 3:39 PM BN)
No Fees- Metro Act","0","0","0","123.NET - JACOB RODRIGUEZ","-83.74255","42.27911"
"TCP21-0113","2021-02-01 00:00:00","2021-02-03 00:00:00","2021-02-03 00:00:00","","2021-02-02 00:00:00","","AROW20-0014","TRAFFIC CONTROL","LANE CLOSURE","EXPIRED","","","NORTH CAMPUS HEIGH","","09-09-15-401-029","2901 PLYMOUTH RD","","Ann Arbor","48105","Rt.Lane closure at Plymouth & Huron going west bound","using give em a brake to do a lane closure per MDOT specs

(2/2/2021 8:37 PM BN)
Please bill DTE - Electric","0","38.75","38.75","DTE - WAYNE KMIECIK","-83.70387","42.30311"
"ZCOM21-0017","2021-02-01 00:00:00","2021-02-04 00:00:00","2021-02-15 00:00:00","","","","SIGN21-0006","ZONING COMPLIANCE","SALES","ISSUED","","","","","09-09-33-314-004","1950 S INDUSTRIAL HWY","","Ann Arbor","48104","PHANTON FIREWORKS -6/24/21 to 07/04/21","","0","75","75","Phantom Fireworks - Richard Tapper","-83.7381","42.2592"
"TCP21-0117","2021-02-02 00:00:00","2021-02-03 00:00:00","2021-02-03 00:00:00","","2021-02-12 00:00:00","","ROW19-1672","TRAFFIC CONTROL","LANE CLOSURE","EXPIRED","","","","MONTGOMERY HOUZE with (APARTMENTS)","09-09-29-131-059","212 S FOURTH AVE","","Ann Arbor","48104","212 S Fourth Ave---New DTE Gas Service","Renew DTE Gas Service Pipe, with using traffic control & meter bags with shift traffic over maintain two way traffic the entire time



(2/2/2021 8:57 PM BN)
PLEASE BILL DTE- GAS","0","38.75","38.75","CORBY ENERGY SERVICES","",""
"TCP21-0115","2021-02-02 00:00:00","2021-02-03 00:00:00","2021-02-03 00:00:00","","2021-02-28 00:00:00","","ROW20-1128","TRAFFIC CONTROL","LANE CLOSURE","ISSUED","","","","","09-09-21-214-002","1415 PONTIAC ST","","Ann Arbor","48105","Cleaning and Televising of Underground Sewer Systems","(2/2/2021 8:55 PM BN)
TRANSFER OF FUNDS- RFP20-20 Sewer Cleaning & Televising-Ron Hoeft

(2/5/2021 3:47 PM MB)
j/e 2021-6054","0","38.75","38.75","PIPETEK INFRASTRUCTURE SERVICES, LLC","-83.73859","42.29461"
"PLUM21-0228","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","","2021-08-01 00:00:00","","","PLUMBING","PLUMBING","ISSUED","R4C","","LAWRENCE AND MAYNA","","09-09-28-200-003","727 E KINGSLEY ST 4","4","Ann Arbor","48104","Valves for faucet & dishwasher,hammer arrestor,AAV & PVC","","0","80","80","Dynamic Drains LLC","-83.7399","42.28528"
"PLUM21-0229","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","","2021-08-01 00:00:00","","","PLUMBING","PLUMBING","ISSUED","R4C","","MAYNARD & GRUNER'S","","09-09-29-105-021","510 CATHERINE ST","","Ann Arbor","48104","Replace water pipe to kitchen sink and drain from sink","","0","75","75","Roberts Plbg & Htg Co Inc","-83.74244","42.28276"
"PLUM21-0230","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-05 00:00:00","","","","PLUMBING","PLUMBING","FINALED","R3","","","","09-09-26-204-088","662 PENINSULA CT","","Ann Arbor","48105","replace kitchen & bathroom sinks","","0","95","95","RETIREMENT GROUP, LLC (Ryan Kelley)","",""
"PLUM21-0232","2021-02-02 00:00:00","2021-02-18 00:00:00","2021-02-18 00:00:00","","2021-08-17 00:00:00","","","PLUMBING","PLUMBING","ISSUED","D2","","","","09-09-29-214-021","209 N FIRST ST","","Ann Arbor","48103","Remodel House,1 Kitchen 4 bath,laundry,hot water heater","(2/2/2021 3:35 PM SKOK)
need to pay outstanding invoices before permits can be issued","0","410","410","Wenzel Plbg Inc","-83.75124","42.28283"
"MECH21-0326","2021-02-02 00:00:00","2021-02-03 00:00:00","2021-02-03 00:00:00","","2021-08-02 00:00:00","","","MECHANICAL","MECHANICAL","ISSUED","R1D","","W.H. MORTON'S SECO","","09-09-33-416-014","1512 SHADFORD RD","","Ann Arbor","48104","Vent Bath Fan to Exterior","(2/2/2021 9:34 AM SKOK)
calling 2/3 to collect payment","0","65","65","Cappy Heating & A/C, Inc","-83.72858","42.26144"
"MECH21-0327","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-17 00:00:00","","","","MECHANICAL","MECHANICAL","FINALED","R4B","","","","09-09-35-306-063","1877 LINDSAY LN","","Ann Arbor","48104","Remove and replace water heater","","0","65","65","Elford's Heating & Cooling LLC","-83.69283","42.26012"
"MECH21-0328","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","","2021-08-01 00:00:00","","","MECHANICAL","MECHANICAL","ISSUED","R4C","","","","09-09-33-315-010","1612 WHITE ST","","Ann Arbor","48104","Remove and replace water heater","","0","65","65","Elford's Heating & Cooling LLC","",""
"MECH21-0329","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","","2021-08-01 00:00:00","","","MECHANICAL","MECHANICAL","ISSUED","R4C","","HILL'S ADDITION","","09-09-33-203-020","841 E UNIVERSITY AVE","","Ann Arbor","48103","Remove and replace water heater-A/C-furnace","","0","155","155","Elford's Heating & Cooling LLC","-83.73539","42.27066"
"MECH21-0334","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","","2021-08-01 00:00:00","","","MECHANICAL","MECHANICAL","ISSUED","R2A","","","","09-09-15-102-091","15 EASTBURY CT","","Ann Arbor","48105","gas fireplace insert into existing fireplace","","0","100","100","Clean Sweep of MI & Air Duct Cleaners","-83.70333","42.3148"
"MECH21-0335","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","","2021-08-01 00:00:00","","","MECHANICAL","MECHANICAL","ISSUED","R4A","","NATURE COVE","","09-12-03-208-064","2115 NATURE COVE CT 103","103","Ann Arbor","48104","fireplace insert into existing fireplace","","0","100","100","Clean Sweep of MI & Air Duct Cleaners","-83.71617","42.25709"
"BLDG21-0181","2021-02-02 00:00:00","2021-02-17 00:00:00","2021-02-17 00:00:00","","2021-08-16 00:00:00","","","BUILDING","RES OTC","ISSUED","R1B","","HURON RIVER HILLS","","09-09-16-301-002","716 NORTHSIDE AVE","","Ann Arbor","48105","Replace 6 windows & 1 combo window-same for same","","14817.33","265","265","C & L Ward Bros Co","-83.73597","42.30165"
"BLDG21-0184","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","","2021-08-01 00:00:00","","","BUILDING","RES OTC","ISSUED","R1A","","","","09-09-34-116-015","3076 GEDDES AVE","","Ann Arbor","48104","4 replacement windows","","6814","185","185","Starkweather Windows LLC","-83.70604","42.27255"
"BLDG21-0191","2021-02-02 00:00:00","2021-02-04 00:00:00","2021-02-04 00:00:00","","2021-08-03 00:00:00","","","BUILDING","RES OTC","ISSUED","R1C","","HURON HIGHLANDS","","09-09-16-320-018","632 SKYDALE DR","","Ann Arbor","48105","Radon mitigation system","","949","115","115","SWAT Environmental Inc","-83.73542","42.30812"
"ELEC21-0292","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","","2021-08-01 00:00:00","","MECH21-0329","ELECTRICAL","ELECTRICAL","ISSUED","R4C","","HILL'S ADDITION","","09-09-33-203-020","841 E UNIVERSITY AVE","","Ann Arbor","48103","Rehook -A/C-furnace","","0","100","100","Elford's Heating & Cooling LLC","-83.73539","42.27066"
"ELEC21-0293","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","","2021-08-01 00:00:00","","","ELECTRICAL","ELECTRICAL","ISSUED","R1C","","UPLANDS","","09-09-22-201-013","1836 UPLAND DR","","Ann Arbor","48105","Service Relocation and Service Change","","0","95","95","A J Leo Electric & Solar","-83.71998","42.29988"
"MECH21-0330","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-10 00:00:00","","","","MECHANICAL","MECHANICAL","FINALED","R1C","","DOVER-PARKSIDE SUB","","09-09-30-314-003","1838 IVYWOOD DR","","Ann Arbor","48103","Install New UNICO A/C System","","0","130","130","Robertson Morrison Inc","-83.7717","42.27188"
"MECH21-0331","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","","2021-08-01 00:00:00","","","MECHANICAL","MECHANICAL","ISSUED","R1D","","FAIR GLEN SUBDIVIS","","09-09-30-321-007","525 GLENDALE CIR","","Ann Arbor","48103","Install Water Heater","","0","65","65","Al's Water Heater","-83.77084","42.27715"
"MECH21-0332","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","","2021-08-17 00:00:00","","ELEC21-0296","MECHANICAL","MECHANICAL","ISSUED","O","","","","09-12-11-208-047","3012 ASPEN LN","","Ann Arbor","48108","water heater, furnace","","0","115","115","Huddleston Guy","-83.69955","42.24363"
"MECH21-0333","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-17 00:00:00","","","ELEC21-0298","MECHANICAL","MECHANICAL","FINALED","R4C","","CHARLES A. WARD'S","","09-09-28-409-007","536 ELM ST","","Ann Arbor","48104","replace boiler","","0","100","100","James Knox Htg & Air Cond","-83.73087","42.27583"
"ELEC21-0291","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","","2021-08-01 00:00:00","","","ELECTRICAL","ELECTRICAL","ISSUED","R3","","EARHART SUBDIVISIO","","09-09-25-200-094","1066 GREENHILLS DR","","Ann Arbor","48105","A/C disconnect replacement","","0","75","75","CRG ELECTRIC LLC","-83.68105","42.28735"
"ELEC21-0294","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-09 00:00:00","","","MECH21-0330","ELECTRICAL","ELECTRICAL","FINALED","","","DOVER-PARKSIDE SUB","","09-09-30-314-003","1838 IVYWOOD DR","","Ann Arbor","48103","Install New UNICO A/C System","","0","75","75","Robertson Morrison Inc","-83.7717","42.27188"
"ELEC21-0295","2021-02-02 00:00:00","2021-02-11 00:00:00","2021-02-11 00:00:00","","2021-08-10 00:00:00","","BLDG21-0186","ELECTRICAL","ELECTRICAL","ISSUED","","","WAGNER-MCCOMB BOUL","","09-12-11-208-014","3018 PACKARD RD","","Ann Arbor","48108","VAPE WORLD - storefront LED channel letter sign","","0","75","75","4 Tech Signs","-83.69935","42.24455"
"ELEC21-0296","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","","2021-08-18 00:00:00","","","ELECTRICAL","ELECTRICAL","ISSUED","O","","","","09-12-11-208-047","3012 ASPEN LN","","Ann Arbor","48108","furnace","","0","75","75","Huddleston Guy","-83.69955","42.24363"
"ELEC21-0297","2021-02-02 00:00:00","2021-02-11 00:00:00","2021-02-11 00:00:00","","2021-08-10 00:00:00","","","ELECTRICAL","ELECTRICAL","ISSUED","R1C","","BARFORD HOMES SUBD","","09-12-10-101-001","3476 EDDY ST","","Ann Arbor","48108","Remodel of basement area recepticles and lighting","(2/2/2021 2:48 PM SKOK)
need registration and payment for registration

(2/4/2021 3:32 PM SKOK)
received registration but needs to wait for BLDG21-0248 to be approved","0","100","100","M & M Electric Co Inc","-83.70504","42.23771"
"ELEC21-0298","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-05 00:00:00","","","","ELECTRICAL","ELECTRICAL","FINALED","R4C","","CHARLES A. WARD'S","","09-09-28-409-007","536 ELM ST","","Ann Arbor","48104","reconnect boiler","","0","75","75","James Knox Htg & Air Cond","-83.73087","42.27583"
"ELEC21-0299","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","","2021-08-16 00:00:00","","","ELECTRICAL","ELECTRICAL","ISSUED","R1C","","SMOKLER HUTZEL SUB","","09-12-09-106-007","2902 N BAYLIS DR","","Ann Arbor","48108","Wiring for bathroom and basemnt remodel","","0","132","132","Passow Electric","-83.72173","42.2418"
"BLDG21-0182","2021-02-02 00:00:00","2021-02-02 00:00:00","2021-02-02 00:00:00","","2021-08-01 00:00:00","","","BUILDING","RES OTC","ISSUED","R1B","","GLACIER HIGHLANDS","","09-09-23-401-041","3617 CHATHAM WAY","","Ann Arbor","48105","Install radon mitigation system","","855","115","115","Protech Environmental Services","-83.6899","42.29529"
"BLDG21-0183","2021-02-02 00:00:00","","","","","","","BUILDING","RES ADD/ALTER","ON HOLD","R1B","","ASSESSOR'S PLAT NO","","09-09-21-217-016","1502 LONG SHORE DR","","Ann Arbor","48105","Addition first floor, basement, garage. Interior remodel","(2/2/2021 12:39 PM JHY)
Emailed for payment,  SOIL and Registration docs

(2/8/2021 1:07 PM JHY)
SOIL rcvd

(2/12/2021 1:00 PM JHY)
payment rcvd","237730","2630.5999999999999","507.60000000000002","NEW REGISTRATION - Marra Building Inc","-83.74154","42.29555"
"BLDG21-0185","2021-02-02 00:00:00","","","","","","","BUILDING","RES ADD/ALTER","UNDER REVIEW","R1C","","BARNARD HEIGHTS","","09-09-31-418-001","1401 MAYWOOD AVE","","Ann Arbor","48103","New screened porch 235sf & deck 630sf","(2/2/2021 1:04 PM JHY)
emailed for payment and reg documents","50000","803","0","Damian Farrell Design Group","-83.7658","42.26354"
